team,team_code,shirt_no,position,player_name,first_names,last_names,name_on_shirt,dob,club,height_cm,caps,goals,source_status,parser_confidence
England,ENG,8,MF,Elliot Anderson,Elliot,Anderson,ANDERSON,"November 6, 2002",Nottingham Forest,,9,0,cross_checked,high
England,ENG,9,FW,Harry Kane,Harry,Kane,KANE,"July 28, 1993",Bayern Munich,,114,79,cross_checked,high
England,ENG,10,MF,Jude Bellingham,Jude,Bellingham,BELLINGHAM,"June 29, 2003",Real Madrid,,48,6,cross_checked,high
England,ENG,11,FW,Marcus Rashford,Marcus,Rashford,RASHFORD,"October 31, 1997",Barcelona,,72,18,cross_checked,high
England,ENG,12,DF,Tino Livramento,Tino,Livramento,LIVRAMENTO,"November 12, 2002",Newcastle United,,6,0,cross_checked,high
England,ENG,13,GK,Dean Henderson,Dean,Henderson,HENDERSON,"March 12, 1997",Crystal Palace,,5,0,cross_checked,high
England,ENG,14,MF,Jordan Henderson,Jordan,Henderson,HENDERSON,"June 17, 1990",Brentford,,90,3,cross_checked,high
England,ENG,15,DF,Dan Burn,Dan,Burn,BURN,"May 9, 1992",Newcastle United,,8,0,cross_checked,high
England,ENG,16,MF,Kobbie Mainoo,Kobbie,Mainoo,MAINOO,"April 19, 2005",Manchester United,,14,0,cross_checked,high
England,ENG,17,MF,Morgan Rogers,Morgan,Rogers,ROGERS,"July 26, 2002",Aston Villa,,15,1,cross_checked,high
England,ENG,18,FW,Anthony Gordon,Anthony,Gordon,GORDON,"February 24, 2001",Newcastle United,,19,3,cross_checked,high
England,ENG,19,FW,Ollie Watkins,Ollie,Watkins,WATKINS,"December 30, 1995",Aston Villa,,22,7,cross_checked,high
England,ENG,20,FW,Noni Madueke,Noni,Madueke,MADUEKE,"March 10, 2002",Arsenal,,11,1,cross_checked,high
England,ENG,21,MF,Eberechi Eze,Eberechi,Eze,EZE,"June 29, 1998",Arsenal,,17,3,cross_checked,high
England,ENG,22,FW,Ivan Toney,Ivan,Toney,TONEY,"March 16, 1996",Al-Ahli,,8,1,cross_checked,high
England,ENG,23,GK,James Trafford,James,Trafford,TRAFFORD,"October 10, 2002",Manchester City,,2,0,cross_checked,high
England,ENG,24,DF,Reece James,Reece,James,JAMES,"December 8, 1999",Chelsea,,24,1,cross_checked,high
England,ENG,25,DF,Djed Spence,Djed,Spence,SPENCE,"August 9, 2000",Tottenham Hotspur,,6,0,cross_checked,high
England,ENG,26,DF,Jarell Quansah,Jarell,Quansah,QUANSAH,"January 29, 2003",Bayer Leverkusen,,3,0,cross_checked,high
Ghana,GHA,1,GK,Lawrence Ati-Zigi,Lawrence,Ati-Zigi,ATI-ZIGI,"November 29, 1996",St. Gallen,,29,0,cross_checked,high
Ghana,GHA,2,DF,Alidu Seidu,Alidu,Seidu,SEIDU,"June 4, 2000",Rennes,,24,1,cross_checked,high
Ghana,GHA,3,MF,Caleb Yirenkyi,Caleb,Yirenkyi,YIRENKYI,"January 15, 2006",Nordsjælland,,11,1,cross_checked,high
Ghana,GHA,4,DF,Jonas Adjetey,Jonas,Adjetey,ADJETEY,"December 13, 2003",VfL Wolfsburg,,10,0,cross_checked,high
Ghana,GHA,5,MF,Thomas Partey,Thomas,Partey,PARTEY,"June 13, 1993",Villarreal,,57,15,cross_checked,high
Ghana,GHA,6,DF,Abdul Mumin,Abdul,Mumin,MUMIN,"June 6, 1998",Rayo Vallecano,,5,0,cross_checked,high
Ghana,GHA,7,FW,Abdul Fatawu,Abdul,Fatawu,FATAWU,"March 8, 2004",Leicester City,,28,3,cross_checked,high
Ghana,GHA,8,MF,Kwasi Sibo,Kwasi,Sibo,SIBO,"June 24, 1998",Oviedo,,8,0,cross_checked,high
Ghana,GHA,9,FW,Jordan Ayew,Jordan,Ayew,AYEW,"September 11, 1991",Leicester City,,120,34,cross_checked,high
Ghana,GHA,10,FW,Brandon Thomas-Asante,Brandon,Thomas-Asante,THOMAS-ASANTE,"December 29, 1998",Coventry City,,8,1,cross_checked,high
Ghana,GHA,11,MF,Antoine Semenyo,Antoine,Semenyo,SEMENYO,"January 7, 2000",Manchester City,,34,3,cross_checked,high
Ghana,GHA,12,GK,Joseph Anang,Joseph,Anang,ANANG,"June 8, 2000",St Patrick's Athletic,,1,0,cross_checked,high
Ghana,GHA,13,FW,Christopher Bonsu Baah,Christopher Bonsu,Baah,BAAH,"December 14, 2004",Al-Qadsiah,,9,0,cross_checked,high
Ghana,GHA,14,DF,Gideon Mensah,Gideon,Mensah,MENSAH,"July 18, 1998",Auxerre,,40,0,cross_checked,high
Ghana,GHA,15,MF,Elisha Owusu,Elisha,Owusu,OWUSU,"November 7, 1997",Auxerre,,20,0,cross_checked,high
Ghana,GHA,16,GK,Benjamin Asare,Benjamin,Asare,ASARE,"July 13, 1992",Hearts of Oak,,11,0,cross_checked,high
Ghana,GHA,17,DF,Abdul Rahman Baba,Abdul Rahman,Baba,BABA,"July 2, 1994",PAOK,,51,1,cross_checked,high
Ghana,GHA,18,DF,Jerome Opoku,Jerome,Opoku,OPOKU,"October 14, 1998",İstanbul Başakşehir,,11,1,cross_checked,high
Ghana,GHA,19,FW,Iñaki Williams,Iñaki,Williams,WILLIAMS,"June 15, 1994",Athletic Bilbao,,26,2,cross_checked,high
Ghana,GHA,20,MF,Augustine Boakye,Augustine,Boakye,BOAKYE,"November 3, 2000",Saint-Étienne,,0,0,cross_checked,high
Ghana,GHA,21,DF,Kojo Peprah Oppong,Kojo Peprah,Oppong,OPPONG,"June 4, 2004",Nice,,4,0,cross_checked,high
Ghana,GHA,22,FW,Kamaldeen Sulemana,Kamaldeen,Sulemana,SULEMANA,"February 15, 2002",Atalanta,,28,1,cross_checked,high
Ghana,GHA,23,DF,Derrick Luckassen,Derrick,Luckassen,LUCKASSEN,"July 3, 1995",Pafos,,1,0,cross_checked,high
Ghana,GHA,24,FW,Ernest Nuamah,Ernest,Nuamah,NUAMAH,"November 1, 2003",Lyon,,18,4,cross_checked,high
Ghana,GHA,25,FW,Prince Kwabena Adu,Prince Kwabena,Adu,ADU,"September 23, 2003",Viktoria Plzeň,,5,0,cross_checked,high
Ghana,GHA,26,DF,Marvin Senaya,Marvin,Senaya,SENAYA,"January 28, 2001",Auxerre,,2,0,cross_checked,high
Panama,PAN,1,GK,Luis Mejía,Luis,Mejía,MEJÍA,"March 16, 1991",Nacional,,56,0,cross_checked,high
Panama,PAN,2,DF,César Blackman,César,Blackman,BLACKMAN,"April 2, 1998",Slovan Bratislava,,40,3,cross_checked,high
Panama,PAN,3,DF,José Córdoba,José,Córdoba,CÓRDOBA,"June 3, 2001",Norwich City,,32,1,cross_checked,high
Panama,PAN,4,DF,Fidel Escobar,Fidel,Escobar,ESCOBAR,"January 9, 1995",Saprissa,,99,4,cross_checked,high
Panama,PAN,5,DF,Edgardo Fariña,Edgardo,Fariña,FARIÑA,"October 19, 2001",Pari Nizhny Novgorod,,18,0,cross_checked,high
Panama,PAN,6,MF,Cristian Martínez,Cristian,Martínez,MARTÍNEZ,"February 6, 1997",Ironi Kiryat Shmona,,66,2,cross_checked,high
Panama,PAN,7,MF,José Luis Rodríguez,José Luis,Rodríguez,RODRÍGUEZ,"June 19, 1998",Juárez,,70,8,cross_checked,high
Panama,PAN,8,MF,Adalberto Carrasquilla,Adalberto,Carrasquilla,CARRASQUILLA,"November 28, 1998",UNAM,,73,3,cross_checked,high
Panama,PAN,9,FW,Tomás Rodríguez,Tomás,Rodríguez,RODRÍGUEZ,"March 9, 1999",Saprissa,,13,4,cross_checked,high
Panama,PAN,10,MF,Ismael Díaz,Ismael,Díaz,DÍAZ,"May 12, 1997",León,,57,17,cross_checked,high
Panama,PAN,11,MF,Yoel Bárcenas,Yoel,Bárcenas,BÁRCENAS,"October 23, 1993",Mazatlán,,104,10,cross_checked,high
Panama,PAN,12,GK,César Samudio,César,Samudio,SAMUDIO,"February 23, 1994",Marathón,,5,0,cross_checked,high
Panama,PAN,13,DF,Jiovany Ramos,Jiovany,Ramos,RAMOS,"January 26, 1997",Puerto Cabello,,23,2,cross_checked,high
Panama,PAN,14,DF,Carlos Harvey,Carlos,Harvey,HARVEY,"February 3, 2000",Minnesota United FC,,28,3,cross_checked,high
Panama,PAN,15,DF,Eric Davis,Eric,Davis,DAVIS,"March 31, 1991",Plaza Amador,,107,9,cross_checked,high
Panama,PAN,16,DF,Andrés Andrade,Andrés,Andrade,ANDRADE,"October 16, 1998",LASK,,50,1,cross_checked,high
Panama,PAN,17,FW,José Fajardo,José,Fajardo,FAJARDO,"August 18, 1993",Universidad Católica,,68,17,cross_checked,high
Panama,PAN,18,FW,Cecilio Waterman,Cecilio,Waterman,WATERMAN,"April 13, 1991",Universidad de Concepción,,55,15,cross_checked,high
Panama,PAN,19,MF,Alberto Quintero,Alberto,Quintero,QUINTERO,"December 18, 1987",Plaza Amador,,141,7,cross_checked,high
Panama,PAN,20,MF,Aníbal Godoy,Aníbal,Godoy,GODOY,"February 10, 1990",San Diego FC,,159,4,cross_checked,high
Panama,PAN,21,MF,César Yanis,César,Yanis,YANIS,"January 28, 1996",Cobresal,,56,5,cross_checked,high
Panama,PAN,22,GK,Orlando Mosquera,Orlando,Mosquera,MOSQUERA,"December 25, 1994",Al-Fayha,,48,0,cross_checked,high
Panama,PAN,23,DF,Michael Amir Murillo,Michael Amir,Murillo,MURILLO,"February 11, 1996",Beşiktaş,,94,9,cross_checked,high
Panama,PAN,24,FW,Azarias Londoño,Azarias,Londoño,LONDOÑO,"June 21, 2001",Universidad Católica,,11,0,cross_checked,high
Panama,PAN,25,DF,Roderick Miller,Roderick,Miller,MILLER,"April 3, 1992",Turan Tovuz,,50,2,cross_checked,high
Panama,PAN,26,DF,Jorge Gutiérrez,Jorge,Gutiérrez,GUTIÉRREZ,"September 1, 1998",Deportivo La Guaira,,18,0,cross_checked,high
